Model,Features,Runtime (min),R² Score (Train),MAE (Train),RMSE (Train),R² Score (CV),MAE (CV),RMSE (CV),R² Score (Test),MAE (Test),RMSE (Test)
CatBoost,Only Apartments,1.599,0.8333891285237196,41109.40884127789,60289.42365244179,0.7821266855085504,46833.41155301865,68943.20746255279,0.7710869504283167,47729.70514865481,71189.33739042246
